"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] PB_20x_pos_080921_037,[Mass] Plasma_01_20x_pos_080921_20,[Mass] Plasma_02_20x_pos_080921_22,[Mass] Plasma_03_20x_pos_080921_031,[Mass] Plasma_04_20x_pos_080921_025,[Mass] Plasma_05_20x_pos_080921_032,[Mass] Plasma_06_20x_pos_080921_028,[Mass] Plasma_07_20x_pos_080921_19,[Mass] Plasma_08_20x_pos_080921_033,[Mass] Plasma_09_20x_pos_080921_026,[Mass] Plasma_10_20x_pos_080921_21,[Mass] Plasma_11_20x_pos_080921_027,[Mass] Plasma_12_20x_pos_080921_034,[RT] PB_20x_pos_080921_037,[RT] Plasma_01_20x_pos_080921_20,[RT] Plasma_02_20x_pos_080921_22,[RT] Plasma_03_20x_pos_080921_031,[RT] Plasma_04_20x_pos_080921_025,[RT] Plasma_05_20x_pos_080921_032,[RT] Plasma_06_20x_pos_080921_028,[RT] Plasma_07_20x_pos_080921_19,[RT] Plasma_08_20x_pos_080921_033,[RT] Plasma_09_20x_pos_080921_026,[RT] Plasma_10_20x_pos_080921_21,[RT] Plasma_11_20x_pos_080921_027,[RT] Plasma_12_20x_pos_080921_034,[Height] PB_20x_pos_080921_037,[Height] Plasma_01_20x_pos_080921_20,[Height] Plasma_02_20x_pos_080921_22,[Height] Plasma_03_20x_pos_080921_031,[Height] Plasma_04_20x_pos_080921_025,[Height] Plasma_05_20x_pos_080921_032,[Height] Plasma_06_20x_pos_080921_028,[Height] Plasma_07_20x_pos_080921_19,[Height] Plasma_08_20x_pos_080921_033,[Height] Plasma_09_20x_pos_080921_026,[Height] Plasma_10_20x_pos_080921_21,[Height] Plasma_11_20x_pos_080921_027,[Height] Plasma_12_20x_pos_080921_034,[Score (MFE)] PB_20x_pos_080921_037,[Score (MFE)] Plasma_01_20x_pos_080921_20,[Score (MFE)] Plasma_02_20x_pos_080921_22,[Score (MFE)] Plasma_03_20x_pos_080921_031,[Score (MFE)] Plasma_04_20x_pos_080921_025,[Score (MFE)] Plasma_05_20x_pos_080921_032,[Score (MFE)] Plasma_06_20x_pos_080921_028,[Score (MFE)] Plasma_07_20x_pos_080921_19,[Score (MFE)] Plasma_08_20x_pos_080921_033,[Score (MFE)] Plasma_09_20x_pos_080921_026,[Score (MFE)] Plasma_10_20x_pos_080921_21,[Score (MFE)] Plasma_11_20x_pos_080921_027,[Score (MFE)] Plasma_12_20x_pos_080921_034,[Score (Tgt)] PB_20x_pos_080921_037,[Score (Tgt)] Plasma_01_20x_pos_080921_20,[Score (Tgt)] Plasma_02_20x_pos_080921_22,[Score (Tgt)] Plasma_03_20x_pos_080921_031,[Score (Tgt)] Plasma_04_20x_pos_080921_025,[Score (Tgt)] Plasma_05_20x_pos_080921_032,[Score (Tgt)] Plasma_06_20x_pos_080921_028,[Score (Tgt)] Plasma_07_20x_pos_080921_19,[Score (Tgt)] Plasma_08_20x_pos_080921_033,[Score (Tgt)] Plasma_09_20x_pos_080921_026,[Score (Tgt)] Plasma_10_20x_pos_080921_21,[Score (Tgt)] Plasma_11_20x_pos_080921_027,[Score (Tgt)] Plasma_12_20x_pos_080921_034,[Ions] PB_20x_pos_080921_037,[Ions] Plasma_01_20x_pos_080921_20,[Ions] Plasma_02_20x_pos_080921_22,[Ions] Plasma_03_20x_pos_080921_031,[Ions] Plasma_04_20x_pos_080921_025,[Ions] Plasma_05_20x_pos_080921_032,[Ions] Plasma_06_20x_pos_080921_028,[Ions] Plasma_07_20x_pos_080921_19,[Ions] Plasma_08_20x_pos_080921_033,[Ions] Plasma_09_20x_pos_080921_026,[Ions] Plasma_10_20x_pos_080921_21,[Ions] Plasma_11_20x_pos_080921_027,[Ions] Plasma_12_20x_pos_080921_034,
LPC 15:0/0:0,C23 H48 N O7 P,481.3171,0.46,0,1.89,0.012,26520,12,1,99.2,2.8,6,8,,481.3170,481.3170,481.3172,481.3169,481.3175,481.3172,481.3169,481.3175,481.3171,481.3171,481.3171,481.3168,,1.892,1.893,1.892,1.896,1.896,1.892,1.894,1.899,1.897,1.894,1.894,1.887,,18038,25145,27050,40361,23641,22399,32333,16184,28736,32912,29643,21803,,,,,,,,,,,,,,,94.42,97.91,98.24,98.23,98.74,98.19,99.24,89.81,99.01,99.17,96.65,97.24,,7,6,7,8,7,8,6,7,8,8,6,6,
PC 16:1_22:6,C46 H78 N O8 P,803.5463,1.41,0,6.60,0.063,28746,13,0,98.2,10.0,7,13,803.5428,803.5463,803.5468,803.5467,803.5466,803.5468,803.5475,803.5464,803.5457,803.5465,803.5469,803.5468,803.5462,6.548,6.601,6.611,6.601,6.609,6.609,6.600,6.598,6.596,6.600,6.607,6.608,6.605,3053,30280,33688,35060,36404,29370,23754,37558,29636,31899,34737,26724,21547,,,,,,,,,,,,,,65.00,90.84,92.79,88.57,95.89,98.20,87.28,87.18,85.40,77.91,79.36,85.23,90.54,7,10,11,10,13,11,13,11,9,10,8,11,11,
TG 16:0_17:0_18:1,C54 H102 O6,846.7675,0.38,0,14.36,0.175,347323,13,0,82.7,4.1,11,14,846.7679,846.7674,846.7677,846.7668,846.7676,846.7676,846.7676,846.7668,846.7675,846.7675,846.7674,846.7678,846.7675,14.352,14.524,14.356,14.357,14.355,14.354,14.357,14.528,14.358,14.357,14.353,14.353,14.356,79196,39860,407513,493030,724252,288878,256326,59819,319396,460773,635317,387778,363062,,,,,,,,,,,,,,75.38,78.29,75.97,76.65,82.53,78.59,82.71,79.92,81.45,80.88,71.97,81.63,81.75,12,14,13,13,12,12,13,11,14,13,13,14,12,
LPC 20:5/0:0,C28 H48 N O7 P,541.3169,1.52,0,1.37,0.057,29671,13,0,99.7,13.7,1,9,541.3143,541.3166,541.3173,541.3174,541.3172,541.3174,541.3167,541.3169,541.3169,541.3172,541.3171,541.3172,541.3172,1.426,1.373,1.369,1.374,1.371,1.372,1.373,1.369,1.374,1.372,1.374,1.375,1.373,3476,21692,27636,38934,72602,34385,29044,30586,17181,28870,32716,28928,19676,,,,,,,,,,,,,,53.54,99.65,98.63,98.63,99.14,99.06,97.51,96.88,99.01,98.93,87.76,85.35,97.74,1,7,8,8,7,7,6,5,5,9,5,7,5,
PC 20:2_20:4,C48 H84 N O8 P,833.5936,0.52,0,7.59,0.083,40126,13,0,99.2,21.5,2,17,833.5945,833.5936,833.5935,833.5933,833.5934,833.5928,833.5938,833.5934,833.5941,833.5940,833.5938,833.5931,833.5935,7.662,7.589,7.582,7.588,7.579,7.591,7.594,7.585,7.595,7.588,7.583,7.590,7.593,5911,39098,47503,48685,61190,36505,42778,45612,33284,45307,48916,27259,39601,,,,,,,,,,,,,,26.39,97.50,96.07,97.30,98.33,96.82,98.17,98.78,92.14,91.76,99.17,98.29,98.24,2,15,17,14,17,15,15,12,11,17,16,17,16,
TG 16:1_18:2_18:3,C55 H94 O6,850.7053,0.84,0,12.56,0.049,57633,13,0,99.7,10.1,7,14,850.7076,850.7053,850.7053,850.7053,850.7052,850.7053,850.7052,850.7050,850.7049,850.7050,850.7051,850.7046,850.7053,12.603,12.554,12.570,12.559,12.562,12.556,12.554,12.564,12.560,12.559,12.561,12.562,12.570,5582,48842,63477,101374,139901,27813,35224,52227,25553,72481,99745,32110,44905,,,,,,,,,,,,,,63.48,91.71,93.50,96.48,99.19,96.46,92.72,96.21,92.88,97.83,99.69,98.25,99.58,7,8,12,11,12,10,10,12,9,9,14,13,10,
TG 18:0_18:1_22:6,C61 H104 O6,932.7834,0.61,0,14.08,0.012,185199,12,1,87.7,4.9,12,19,,932.7839,932.7833,932.7836,932.7841,932.7827,932.7832,932.7821,932.7836,932.7836,932.7836,932.7832,932.7840,,14.078,14.082,14.083,14.081,14.080,14.078,14.076,14.073,14.077,14.074,14.080,14.071,,192417,212380,246869,297006,159085,134903,170031,95605,193018,238274,127420,155391,,,,,,,,,,,,,,,84.35,85.52,86.99,75.86,82.82,76.34,87.73,80.06,83.16,77.70,80.01,79.75,,16,12,13,17,18,16,19,14,17,15,17,17,
PC 17:0_20:4,C45 H82 N O8 P,795.5781,0.42,0,7.70,0.019,162621,12,1,90.6,6.4,12,16,,795.5782,795.5782,795.5780,795.5781,795.5780,795.5779,795.5782,795.5783,795.5781,795.5777,795.5788,795.5774,,7.695,7.710,7.700,7.713,7.697,7.694,7.708,7.695,7.705,7.706,7.707,7.699,,143580,173592,168268,205444,136773,112056,188562,124664,170674,191738,187479,148627,,,,,,,,,,,,,,,85.80,87.79,87.81,90.64,86.00,84.57,89.83,86.03,81.48,88.36,88.36,70.05,,16,12,13,16,15,12,15,15,14,16,15,14,
PC 18:0_22:4,C48 H88 N O8 P,837.6243,2.62,0,9.03,0.042,28152,13,0,99.3,17.1,1,13,837.6170,837.6249,837.6244,837.6247,837.6246,837.6245,837.6249,837.6249,837.6251,837.6255,837.6247,837.6253,837.6250,9.064,9.028,9.032,9.027,9.029,9.035,9.039,9.031,9.028,9.027,9.022,9.035,9.038,3743,22721,35263,23077,41821,27320,15498,37702,22920,30925,37796,43054,24138,,,,,,,,,,,,,,40.47,97.21,99.34,96.54,98.94,99.00,96.30,96.53,94.90,97.34,99.21,98.19,93.11,1,10,10,9,12,13,11,9,10,9,10,11,9,
TG 58:7,C61 H104 O6,932.7834,0.61,0,14.08,0.012,185199,12,1,85.7,5.0,12,19,,932.7839,932.7833,932.7836,932.7841,932.7827,932.7832,932.7821,932.7836,932.7836,932.7836,932.7832,932.7840,,14.078,14.082,14.083,14.081,14.080,14.078,14.076,14.073,14.077,14.074,14.080,14.071,,192417,212380,246869,297006,159085,134903,170031,95605,193018,238274,127420,155391,,,,,,,,,,,,,,,82.34,83.54,85.01,73.87,80.82,74.33,85.73,78.05,81.16,75.70,78.02,77.75,,16,12,13,17,18,16,19,14,17,15,17,17,
LPC 18:3/0:0,C26 H48 N O7 P,517.3173,0.73,0,1.49,0.010,24774,13,0,99.5,9.4,3,9,517.3183,517.3169,517.3173,517.3170,517.3171,517.3175,517.3171,517.3171,517.3177,517.3170,517.3172,517.3171,517.3170,1.482,1.491,1.492,1.485,1.489,1.489,1.490,1.486,1.486,1.484,1.486,1.487,1.491,2721,17609,23708,22030,62705,20338,18726,31662,13684,27015,38302,21684,21892,,,,,,,,,,,,,,64.95,95.27,95.68,97.64,99.50,93.70,95.07,94.71,96.36,92.66,92.87,98.35,92.16,3,6,6,8,9,6,6,8,8,5,6,6,6,
TG 54:5,C57 H100 O6,880.7524,0.30,0,13.90,0.013,185991,12,1,99.2,0.6,13,18,,880.7519,880.7527,880.7521,880.7524,880.7528,880.7525,880.7524,880.7521,880.7522,880.7525,880.7522,880.7524,,13.910,13.898,13.904,13.903,13.901,13.905,13.903,13.911,13.904,13.907,13.907,13.909,,171854,173842,179795,389677,142694,112155,207249,65527,210127,277188,156994,144791,,,,,,,,,,,,,,,97.73,98.70,99.01,98.23,98.57,98.70,98.26,97.62,97.95,97.13,99.02,99.21,,16,16,16,17,13,17,16,15,18,13,17,17,
LPC 14:0/0:0,C22 H46 N O7 P,467.3016,0.49,0,1.47,0.016,18994,12,1,99.3,3.0,5,8,,467.3017,467.3016,467.3017,467.3017,467.3019,467.3018,467.3015,467.3018,467.3012,467.3015,467.3013,467.3012,,1.474,1.464,1.468,1.472,1.472,1.474,1.469,1.480,1.473,1.469,1.470,1.474,,10999,15544,18915,30235,17205,12071,24627,13722,21389,25017,21922,16290,,,,,,,,,,,,,,,95.68,94.84,98.61,99.19,97.21,97.31,93.89,98.57,99.25,98.99,94.23,89.80,,5,6,5,8,5,5,8,7,5,7,5,5,
TG 54:8,C57 H94 O6,874.7052,0.25,0,12.37,0.044,43992,13,0,99.5,9.8,9,17,874.7055,874.7052,874.7050,874.7049,874.7051,874.7051,874.7054,874.7052,874.7052,874.7050,874.7057,874.7051,874.7050,12.402,12.398,12.375,12.369,12.373,12.371,12.370,12.369,12.359,12.364,12.377,12.377,12.363,4182,32066,77714,47207,75936,40853,24213,55950,19557,49802,55780,43039,45598,,,,,,,,,,,,,,65.12,97.17,96.73,96.45,99.46,97.30,98.16,98.42,87.74,97.77,99.18,95.45,96.89,9,13,14,14,15,13,16,17,12,16,12,14,14,
PC 18:0_22:5,C48 H86 N O8 P,835.6088,0.95,0,8.77,0.124,62922,13,0,92.4,12.1,5,14,835.6094,835.6073,835.6084,835.6084,835.6078,835.6087,835.6088,835.6084,835.6085,835.6097,835.6101,835.6097,835.6089,8.658,8.783,8.776,8.771,8.773,8.773,8.783,8.763,8.777,8.759,8.771,8.767,8.759,5100,47505,82093,48741,102214,55472,46662,73956,43103,71500,100822,97050,43768,,,,,,,,,,,,,,52.85,85.82,88.71,81.96,81.06,91.74,81.24,80.97,92.44,89.16,79.78,89.60,83.53,5,11,11,10,10,8,11,13,10,12,9,14,10,
PC 20:0_18:2,C46 H88 N O8 P,813.6247,1.14,0,9.37,0.014,119149,7,6,84.2,10.8,4,14,813.6227,,813.6252,,813.6253,,813.6252,,,813.6246,,813.6251,813.6252,9.359,,9.373,,9.370,,9.369,,,9.367,,9.364,9.373,4334,,151915,,197411,,102153,,,131150,,144612,102470,,,,,,,,,,,,,,60.17,,81.87,,82.76,,83.03,,,83.49,,84.21,80.97,4,,14,,12,,9,,,12,,12,11,
PC 19:0_18:3,C45 H84 N O8 P,797.5941,0.95,0,8.39,0.044,112192,12,1,96.3,4.4,12,17,,797.5939,797.5948,797.5940,797.5930,797.5947,797.5928,797.5945,797.5949,797.5941,797.5950,797.5942,797.5932,,8.409,8.391,8.391,8.371,8.399,8.409,8.389,8.415,8.391,8.380,8.387,8.402,,100267,117857,100533,113790,123507,91839,144625,89074,109746,108498,117848,128729,,,,,,,,,,,,,,,85.33,90.59,92.31,96.26,86.75,86.00,89.59,81.94,90.32,93.61,89.44,88.63,,12,14,15,15,14,16,14,17,15,16,16,12,
PC 18:0_18:0,C44 H88 N O8 P,789.6249,0.23,0,10.16,0.009,504779,12,1,96.4,10.4,8,13,,789.6251,789.6250,789.6249,789.6251,789.6248,789.6251,789.6245,789.6248,789.6248,789.6248,789.6248,789.6251,,10.161,10.160,10.160,10.157,10.162,10.161,10.153,10.160,10.154,10.155,10.156,10.160,,348882,675736,394490,783903,524438,338499,632467,354096,399124,592551,559644,453521,,,,,,,,,,,,,,,94.83,96.38,95.45,78.38,80.81,70.14,78.15,94.98,92.00,95.00,94.77,95.21,,8,13,11,10,9,9,10,9,10,10,10,9,
TG 15:0_16:0_18:1,C52 H98 O6,818.7363,0.38,0,14.25,0.060,35757,11,2,98.9,2.2,12,16,818.7365,,818.7364,818.7360,818.7361,818.7359,,818.7361,818.7366,818.7370,818.7362,818.7362,818.7364,14.246,,14.255,14.251,14.238,14.298,,14.254,14.285,14.239,14.247,14.241,14.244,39356,,35395,36810,64857,20237,,63141,26407,12962,33913,32057,28196,,,,,,,,,,,,,,93.30,,97.05,98.79,96.40,95.32,,98.90,92.45,96.09,98.02,97.30,97.91,12,,13,12,15,14,,15,13,16,13,14,13,
PC 14:0_22:6,C44 H76 N O8 P,777.5310,0.36,0,6.27,0.011,58733,12,1,90.5,6.4,5,11,,777.5313,777.5311,777.5309,777.5315,777.5308,777.5306,777.5308,777.5309,777.5309,777.5310,777.5314,777.5312,,6.266,6.271,6.266,6.263,6.269,6.270,6.269,6.267,6.260,6.267,6.262,6.265,,29342,50346,55229,81922,31323,41117,71013,46313,71679,96006,77544,52971,,,,,,,,,,,,,,,85.10,75.70,77.47,76.20,76.00,71.92,90.46,78.41,82.94,77.61,77.64,76.28,,7,7,6,6,5,5,11,5,8,8,8,6,
SM d16:0_18:0,C39 H81 N2 O6 P,704.5837,1.18,0,7.83,0.055,51675,13,0,98.8,10.0,3,9,704.5859,704.5839,704.5835,704.5834,704.5837,704.5843,704.5837,704.5832,704.5830,704.5827,704.5833,704.5834,704.5848,7.785,7.823,7.833,7.834,7.836,7.836,7.839,7.831,7.829,7.839,7.834,7.835,7.839,1831,36324,62654,55209,79695,67867,49633,64245,28171,68144,66422,41841,49741,,,,,,,,,,,,,,64.35,97.82,98.38,93.15,98.16,95.91,97.62,97.88,97.80,93.70,98.85,98.72,87.67,3,8,8,8,8,8,8,9,8,7,7,9,8,
SM d36:2,C41 H81 N2 O6 P,728.5798,0.52,0,7.49,0.028,107161,13,0,98.4,12.7,3,11,728.5790,728.5797,728.5795,728.5802,728.5796,728.5800,728.5803,728.5799,728.5798,728.5799,728.5800,728.5798,728.5792,7.473,7.483,7.487,7.488,7.501,7.485,7.482,7.491,7.489,7.487,7.494,7.489,7.482,2749,85135,149571,106681,147964,84841,75570,151466,99372,112945,151844,136533,88429,,,,,,,,,,,,,,61.41,91.08,97.41,97.80,98.42,95.26,95.08,97.26,93.87,97.70,93.98,97.73,70.41,3,10,10,10,9,10,9,10,11,10,9,9,11,
TG 16:0_16:0_17:0,C52 H100 O6,820.7521,0.42,0,14.43,0.077,66841,13,0,99.6,6.9,11,15,820.7529,820.7525,820.7522,820.7519,820.7517,820.7519,820.7520,820.7517,820.7518,820.7521,820.7525,820.7521,820.7521,14.436,14.435,14.440,14.368,14.366,14.370,14.435,14.366,14.436,14.435,14.443,14.370,14.434,54861,56893,67772,80400,112416,67743,56845,106439,58667,43883,19322,81520,62184,,,,,,,,,,,,,,91.33,99.10,99.55,83.74,86.98,87.52,97.51,86.21,95.71,98.70,97.95,81.77,95.42,13,13,13,14,14,13,13,15,13,12,14,13,11,
LPC 0:0/16:1,C24 H48 N O7 P,493.3169,1.51,0,1.49,0.089,14671,13,0,99.1,12.7,3,9,493.3145,493.3170,493.3169,493.3169,493.3173,493.3176,493.3170,493.3171,493.3170,493.3171,493.3170,493.3170,493.3171,1.403,1.491,1.486,1.485,1.489,1.489,1.490,1.492,1.491,1.489,1.491,1.492,1.485,3064,10021,12297,12204,18866,13226,12856,25523,14029,14272,21564,20757,12048,,,,,,,,,,,,,,54.94,97.75,94.29,97.83,98.51,96.43,96.91,99.10,96.91,99.02,90.48,96.76,98.35,3,7,8,7,7,7,7,8,9,7,8,7,8,
LPC 0:0/20:5,C28 H48 N O7 P,541.3171,0.46,0,1.27,0.010,20440,12,1,99.4,1.9,6,9,,541.3173,541.3170,541.3176,541.3172,541.3168,541.3170,541.3175,541.3171,541.3170,541.3173,541.3169,541.3169,,1.273,1.275,1.273,1.277,1.277,1.273,1.279,1.280,1.272,1.273,1.269,1.273,,10409,24378,22302,25806,21768,19595,22953,16072,24412,24762,21290,11544,,,,,,,,,,,,,,,98.19,99.02,92.67,97.66,96.68,98.39,97.55,98.50,99.43,99.39,98.12,95.77,,9,8,7,6,6,6,8,7,8,8,6,8,
PC 36:4,C44 H80 N O8 P,781.5619,1.20,0,7.19,0.083,52851,13,0,98.4,5.5,6,15,781.5589,781.5621,781.5616,781.5624,781.5622,781.5617,781.5621,781.5623,781.5625,781.5622,781.5622,781.5623,781.5621,7.122,7.198,7.197,7.186,7.205,7.195,7.192,7.184,7.188,7.191,7.204,7.193,7.191,2586,41428,71164,50567,73065,57966,53019,73674,42007,59622,61680,46198,54094,,,,,,,,,,,,,,78.48,97.34,96.73,98.40,96.25,96.84,97.56,98.17,98.36,98.30,96.23,97.76,97.32,6,13,15,12,15,13,13,15,14,13,13,13,13,
ACar 16:2,C23 H41 N O4,395.3039,0.81,0,1.30,0.015,14300,12,1,99.4,5.4,3,8,,395.3040,395.3039,395.3038,395.3045,395.3037,395.3046,395.3038,395.3039,395.3035,395.3040,395.3038,395.3037,,1.301,1.302,1.296,1.304,1.310,1.301,1.296,1.302,1.300,1.301,1.303,1.306,,5084,7215,6393,6090,5564,3764,27543,13922,30971,16969,25750,22339,,,,,,,,,,,,,,,91.70,90.65,83.66,94.29,94.25,87.57,98.28,97.57,98.84,98.02,99.44,99.19,,4,5,5,3,7,4,5,8,6,7,7,8,
TG 51:4,C54 H96 O6,840.7210,0.37,0,13.32,0.018,32441,12,1,99.2,1.5,11,13,,840.7213,840.7209,840.7207,840.7210,840.7209,840.7207,840.7212,840.7214,840.7204,840.7209,840.7213,840.7207,,13.324,13.312,13.324,13.316,13.326,13.324,13.323,13.330,13.324,13.326,13.326,13.323,,27847,38903,49397,88907,30461,27136,19145,9684,31999,29865,14656,21301,,,,,,,,,,,,,,,97.56,98.63,99.12,98.90,99.22,97.80,95.40,95.38,96.10,97.13,95.59,97.32,,12,11,12,13,12,11,12,11,12,11,12,12,
TG 18:2_18:3_20:5,C59 H94 O6,898.7050,0.58,0,12.03,0.078,61738,13,0,99.3,10.1,10,18,898.7050,898.7055,898.7050,898.7052,898.7052,898.7049,898.7050,898.7051,898.7056,898.7050,898.7046,898.7035,898.7049,11.968,12.013,12.023,12.023,12.038,12.031,12.024,12.028,11.968,12.034,12.036,12.042,12.045,14670,40144,122014,29728,104163,105579,51294,61589,34250,56824,58417,51813,72112,,,,,,,,,,,,,,66.71,96.97,99.19,99.33,98.03,98.04,98.65,98.13,81.51,97.79,98.43,92.06,98.06,10,12,14,16,13,13,10,14,11,13,18,14,17,
TG 62:15,C65 H96 O6,972.7209,0.46,0,11.73,0.049,35925,13,0,99.6,9.2,8,17,972.7221,972.7206,972.7208,972.7210,972.7201,972.7209,972.7207,972.7210,972.7211,972.7209,972.7208,972.7208,972.7209,11.701,11.728,11.750,11.733,11.731,11.735,11.740,11.749,11.728,11.744,11.735,11.736,11.733,2456,20556,41280,9324,41807,65078,36829,43582,16928,45703,45423,47877,50183,,,,,,,,,,,,,,65.63,93.82,95.14,95.70,91.30,99.57,95.20,92.48,92.20,97.77,95.92,99.06,93.60,8,17,12,14,14,17,12,16,12,13,11,15,13,
TG 15:0_18:1(d7)_15:0,C51 H89 D7 O6,811.7650,0.20,0,14.02,0.036,950815,13,0,99.9,2.1,12,17,811.7652,811.7647,811.7650,811.7651,811.7649,811.7649,811.7648,811.7651,811.7652,811.7651,811.7650,811.7653,811.7652,14.050,14.020,14.015,14.021,14.014,14.019,14.021,14.020,14.022,14.016,14.018,14.018,14.015,4760,1042442,1091886,951143,991469,1059477,978686,1166161,1050717,922095,1062511,1103897,935356,,,,,,,,,,,,,,92.38,99.89,99.71,99.73,99.69,99.83,99.94,99.75,99.75,99.65,99.78,99.61,99.52,14,15,12,15,13,17,17,13,16,17,16,17,16,
LPC 0:0/18:3,C26 H48 N O7 P,517.3172,0.86,0,1.40,0.113,18417,13,0,99.1,14.3,3,7,517.3183,517.3171,517.3170,517.3174,517.3174,517.3169,517.3175,517.3170,517.3171,517.3173,517.3171,517.3169,517.3163,1.482,1.373,1.369,1.401,1.399,1.400,1.395,1.402,1.369,1.400,1.396,1.397,1.396,2977,12559,19313,16772,27194,13480,15059,23733,14858,20636,33778,23488,15575,,,,,,,,,,,,,,49.97,95.23,95.97,96.76,96.30,99.07,92.81,94.12,95.03,92.23,98.96,97.58,83.59,3,5,5,6,6,6,5,6,5,5,7,5,3,
TG 54:8,C57 H94 O6,874.7053,0.46,0,12.57,0.038,55435,12,1,94.9,6.5,9,16,,874.7050,874.7051,874.7052,874.7049,874.7054,874.7057,874.7052,874.7064,874.7053,874.7052,874.7055,874.7053,,12.543,12.576,12.553,12.562,12.567,12.571,12.581,12.576,12.564,12.561,12.573,12.564,,80404,57735,65123,107393,44309,37542,26995,23954,76078,66239,40017,39440,,,,,,,,,,,,,,,83.99,86.06,83.94,74.99,94.93,80.97,91.10,89.75,94.53,86.82,87.92,89.91,,13,15,12,13,10,12,16,9,11,16,15,13,
TG 15:0_16:0_16:0,C50 H96 O6,792.7206,0.39,0,14.25,0.027,35639,13,0,98.8,1.0,10,15,792.7201,792.7211,792.7209,792.7204,792.7202,792.7203,792.7205,792.7206,792.7207,792.7209,792.7208,792.7208,792.7204,14.235,14.262,14.250,14.256,14.260,14.242,14.239,14.254,14.246,14.256,14.242,14.247,14.250,33596,35740,37328,35329,43035,34083,33942,33106,33379,41451,38215,29226,34878,,,,,,,,,,,,,,98.12,98.83,97.34,98.49,98.45,97.96,96.40,98.25,97.52,97.27,95.52,98.11,96.04,13,15,13,13,13,13,11,14,11,11,12,12,10,
TG 58:11,C61 H96 O6,924.7201,2.14,0,12.54,0.117,69762,12,1,96.4,12.5,12,18,,924.7217,924.7215,924.7222,924.7213,924.7181,924.7166,924.7211,924.7207,924.7177,924.7175,924.7206,924.7218,,12.537,12.570,12.553,12.546,12.556,12.549,12.531,12.554,12.542,12.544,12.539,12.453,,38536,170577,64405,111160,63337,43513,52919,21641,76693,65221,43012,86137,,,,,,,,,,,,,,,73.55,61.28,93.39,92.11,90.04,73.28,96.36,84.37,76.69,82.65,81.81,76.49,,12,13,14,12,16,18,14,13,16,16,12,14,
TG 58:9,C61 H100 O6,928.7512,0.40,0,12.87,0.023,40720,12,1,86.5,3.5,13,19,,928.7512,928.7512,928.7515,928.7512,928.7514,928.7518,928.7502,928.7513,928.7513,928.7513,928.7514,928.7512,,12.872,12.871,12.871,12.870,12.868,12.878,12.877,12.883,12.871,12.868,12.874,12.860,,36470,27675,64940,137763,36953,39395,20089,10169,41200,38677,19804,15509,,,,,,,,,,,,,,,82.10,83.99,84.94,85.05,84.30,83.62,77.17,77.44,84.16,86.55,82.47,83.07,,15,17,19,17,19,16,13,14,18,13,15,17,
LPC 24:0/0:0,C32 H66 N O7 P,607.4581,0.40,0,6.11,0.030,18929,12,1,99.1,4.8,5,9,,607.4581,607.4579,607.4580,607.4580,607.4579,607.4577,607.4581,607.4582,607.4583,607.4585,607.4580,607.4585,,6.127,6.126,6.110,6.107,6.119,6.097,6.101,6.105,6.098,6.111,6.106,6.114,,12180,19843,16237,31167,18715,17750,20253,11861,17482,20748,23748,17169,,,,,,,,,,,,,,,96.53,98.02,97.63,99.12,98.59,82.91,98.50,95.89,96.08,96.38,95.50,90.33,,7,7,9,7,8,5,8,7,9,8,5,7,
ACar 14:1,C21 H39 N O4,369.2882,0.48,0,1.18,0.084,16007,13,0,97.7,10.6,1,6,369.2884,369.2882,369.2881,369.2881,369.2882,369.2880,369.2886,369.2881,369.2881,369.2881,369.2881,369.2884,369.2880,1.101,1.167,1.185,1.178,1.182,1.182,1.178,1.117,1.124,1.177,1.173,1.174,1.178,9280,6681,8122,9777,11583,8126,6799,20303,12621,36793,19515,32632,25868,,,,,,,,,,,,,,60.85,96.91,95.71,96.72,96.37,91.85,95.81,96.16,97.29,97.69,97.52,97.09,97.58,1,4,5,5,6,5,5,6,5,6,6,6,6,
PC 39:5,C47 H84 N O8 P,821.5956,0.95,0,9.03,0.047,25851,13,0,96.4,10.3,6,14,821.5938,821.5966,821.5953,821.5949,821.5958,821.5959,821.5951,821.5954,821.5961,821.5956,821.5962,821.5968,821.5953,8.997,9.045,9.038,9.027,9.018,9.029,9.039,9.037,9.028,9.032,9.033,9.029,9.033,3727,22756,32000,27202,35447,30300,14227,28316,22345,34705,27504,30076,27467,,,,,,,,,,,,,,64.21,91.67,96.40,78.03,94.73,95.62,91.40,92.15,82.08,92.15,92.92,92.29,94.85,6,13,11,9,11,10,11,12,9,10,14,8,9,
PC 19:0_18:1,C45 H88 N O8 P,801.6253,0.69,0,9.78,0.034,35235,13,0,98.0,9.7,5,15,801.6243,801.6259,801.6252,801.6260,801.6250,801.6245,801.6258,801.6248,801.6260,801.6253,801.6256,801.6251,801.6254,9.759,9.787,9.780,9.780,9.777,9.788,9.793,9.773,9.759,9.769,9.770,9.777,9.780,5247,18935,44456,36136,48620,32868,25967,46648,29385,51081,45318,45316,28083,,,,,,,,,,,,,,63.56,91.02,95.31,94.68,92.65,90.64,90.34,97.43,86.13,90.78,98.01,95.53,94.41,5,14,10,11,11,11,10,13,9,12,15,13,12,
